38006,38069,38776,38322,38614,37537,38592,38218,37999,38227,38564,38298,38188,38021,38050,
36874,37916,37973,36922,37457,37674,37816,37437,37453,37847,37235,36874,37621,37887,37570,
36377,37173,36808,37076,36654,36913,37800,37422,36518,37659,36585,36607,37183,36687,37162,
36775,36921,36727,36327,36575,36206,36592,36393,36596,37647,36470,36656,36445,36361,36356,
38183,38508,37482,38226,38997,37735,38096,38098,39138,37865,38311,38214,38471,38189,38450,
37586,36723,36406,35763,36299,36536,36663,35700,37216,36108,36985,36240,37508,37555,36924,
36940,36371,35892,37040,36385,35706,36377,36632,36439,36290,36157,36793,36646,36272,36208,
35557,35398,35615,35484,35551,35804,35462,35737,35546,35711,35800,35440,35391,35185,35195,
37934,37325,38200,36982,37969,38254,37364,37699,37643,38271,37725,37397,38432,38198,37484,
35954,35798,35611,36115,35548,35688,35292,35753,35665,35913,35934,35944,35810,36174,35905,
35289,34840,35075,35080,35199,35109,34936,35204,35170,35201,34977,34867,35226,34950,34595,
33336,32699,33475,33235,33471,33232,33265,33245,33143,33275,33064,33467,33161,33229,33263,
36302,35669,35833,36157,36244,36332,36078,36277,36160,36037,35929,36201,36443,36131,36286,
33322,33477,33426,33658,33214,33683,33553,33566,32878,33528,33707,33600,32980,33509,33372,
29057,29195,29134,29016,29279,29234,29337,29216,29226,29252,29392,29420,29399,29311,29366,
27811,27822,27636,27597,27740,27872,27855,27603,27910,27525,27680,27882,27754,27836,27581,
32856,32392,32381,32465,33146,32982,33057,32780,32581,32501,32801,32771,32608,32709,32511,
28906,28934,28723,29017,28829,28753,28843,28635,28829,28648,28680,28936,28509,28533,28764,
26761,26953,26865,26980,26549,26839,26798,26680,26748,26852,26736,26751,26861,26841,26944,
23039,22789,22907,23035,22901,22865,22901,23045,22985,23058,23060,22927,22905,22908,23101,
